priorita,club,allenatore,nostro_da,nostro_a,partite,ruolo,in_carica,confidenza,refutazione,verdetto,nota_breve,fonte
5,FC Metz,Frédéric Hantz,2017-11-05,2018-05-19,27,titolare,Frédéric Hantz,alta,regge,nome_diverso,Persone diverse: Hantz nominato il 28/10/2017 al posto di Hinschberger e rimasto fino a fine stagione (partenz,https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Hantz | https://www.eurosport.fr/football/ligue-1/2017-2018/le-fc-metz-nomme-frederic-hantz-au-poste-d-entraineur_sto6385222/story.shtml | https://www.francebleu.fr/sports/football/fc-metz-frederic-antonetti-est-le-nouvel-entraineur-grenat-1527193166
5,Rayo Vallecano,Francisco Rodríguez,2023-08-11,2024-01-31,26,titolare,Francisco Rodríguez,alta,regge,nome_diverso,"Stessa persona: ""Francisco"" = Francisco Javier Rodríguez Vílchez, al Rayo da giugno 2023 fino all'esonero del ",https://en.wikipedia.org/wiki/2023%E2%80%9324_Rayo_Vallecano_season | https://www.elindependiente.com/deportes/2024/02/14/inigo-perez-nuevo-entrenador-del-rayo-tras-la-destitucion-de-francisco/ | https://en.wikipedia.org/wiki/Carlos_Or%C3%BAe
5,US Sassuolo,Giuseppe Iachini,2017-11-29,2018-05-20,26,titolare,Giuseppe Iachini,alta,regge,nome_diverso,"Iachini subentrò a Bucchi il 27/11/2017, esordio in Coppa Italia col Bari il 29/11 (= nostra prima gara) e res",https://sport.sky.it/calcio/serie-a/2017/11/26/sassuolo-esonero-bucchi-arriva-iachini.html | https://en.wikipedia.org/wiki/2017%E2%80%9318_US_Sassuolo_Calcio_season | https://www.legaseriea.it/serie-a/news/alberto-aquilani-e-il-nuovo-allenatore-della-prima-squadra-del-sassuolo
5,UD Las Palmas,Paco Jémez,2018-01-03,2018-05-19,23,titolare,Paco Jémez,alta,regge,nome_diverso,"Stessa persona: Paco Jémez = Francisco Jémez Martín, terzo tecnico del Las Palmas 2017-18, nominato il 21/12/2",https://en.wikipedia.org/wiki/Paco_J%C3%A9mez | https://www.udlaspalmas.es/en/news/paco-jemez-new-coach-at-ud-las-palmas
5,SD Huesca,Míchel,2019-12-19,2021-01-11,22,titolare,Míchel,alta,regge,nome_diverso,"Stessa persona: Míchel = Miguel Ángel Sánchez Muñoz, all'Huesca dall'inizio della 2019-20 (in Segunda: da noi ",https://es.wikipedia.org/wiki/Miguel_%C3%81ngel_S%C3%A1nchez_Mu%C3%B1oz | https://www.grada3.com/2021/01/12/michel-destituido-como-entrenador-de-la-sd-huesca/
5,RCD Espanyol Barcelona,Abelardo,2020-01-04,2020-06-25,17,titolare,Abelardo,alta,regge,nome_diverso,Stessa persona: Abelardo = Abelardo Fernández Antuña; esonerato il 27/06/2020 dopo 17 gare ufficiali (= le nos,https://www.elespanol.com/deportes/futbol/20200627/espanyol-destituye-abelardo-dia-recibir-real-madrid/500950104_0.html | https://www.laliga.com/en-GB/news/rufete-replaces-abelardo-as-espanyol-manager
5,US Sassuolo,Cristian Bucchi,2017-08-12,2017-11-25,15,titolare,Cristian Bucchi,alta,regge,nome_diverso,"Bucchi fu titolare del Sassuolo dal 20/6/2017 all'esonero del 27/11/2017 (ultima gara il 25/11 col Verona, poi",https://en.wikipedia.org/wiki/2017%E2%80%9318_US_Sassuolo_Calcio_season | https://www.ilpost.it/2017/11/27/esonero-cristian-bucchi-sassuolo/ | https://www.ansa.it/sito/notizie/sport/calcio/2026/06/12/calcio-alberto-aquilani-e-il-nuovo-allenatore-del-sassuolo_10c862e6-dbf0-4023-b93e-fbcfe1429892.html
5,RCD Espanyol Barcelona,Luis García,2023-04-08,2023-10-31,12,titolare,Luis García Fernández,alta,regge,nome_diverso,"Stessa persona: il «Luis García» dell'Espanyol è Luis García Fernández, ex attaccante blanquiazul, in carica d",https://es.wikipedia.org/wiki/Luis_Garc%C3%ADa_Fern%C3%A1ndez | https://es.soccerway.com/noticias/futbol-laliga-hypermotion-el-espanyol-hace-oficial-la-destitucion-de-luis-garcia-como-su-entrenador/C0Iqw2mm
5,Villarreal CF,Pacheta,2023-09-17,2023-11-09,12,titolare,José Rojo Martín «Pacheta»,alta,regge,nome_diverso,"Stessa persona: «Pacheta» è il soprannome di José Rojo Martín, presentato dal Villarreal l'11/9/2023 al posto ",https://en.wikipedia.org/wiki/Pacheta | https://castellondiario.com/jose-rojo-martin-pacheta-nuevo-entrenador-del-villarreal-cf/ | https://www.soccerway.com/news/soccer-europa-league-villarreal-part-ways-with-coach-pacheta-after-disappointing-start-to-season/j9xjBsIr
5,Deportivo Alavés,Abelardo,2021-01-16,2021-04-04,12,titolare,Abelardo Fernández Antuña,alta,regge,nome_diverso,"Stessa persona: «Abelardo» è Abelardo Fernández Antuña, secondo mandato all'Alavés dal 12/1/2021 (al posto di ",https://en.wikipedia.org/wiki/Abelardo_Fern%C3%A1ndez | https://www.deia.eus/deportes/2021/04/05/deportivo-alaves-destituye-abelardo-entrenador-1970429.html | https://en.wikipedia.org/wiki/2020%E2%80%9321_Deportivo_Alav%C3%A9s_season
5,Arminia Bielefeld,Mitch Kniat,2023-08-12,2025-10-29,10,titolare,Michél «Mitch» Kniat,alta,regge,nome_diverso,"Kniat (Michél, noto come Mitch) è titolare dell'Arminia Bielefeld dal 13/6/2023 fino alla fine della stagione ",https://en.wikipedia.org/wiki/Mich%C3%A9l_Kniat | https://www.arminia.de/neues/schlagzeilen/detail/mitch-kniat-ist-neuer-cheftrainer | https://www.arminia.de/neues/schlagzeilen/detail/mitch-kniat-verlaesst-arminia-bielefeld
5,Sevilla FC,Luis García,2026-04-05,2026-05-23,9,titolare,Luis García Plaza,alta,regge,nome_diverso,"Stessa persona: il «Luis García» del Siviglia è Luis García Plaza, nominato il 24/3/2026 al posto di Almeyda c",https://sevillafc.es/en/actualidad/noticias/oficial-statement-luis-garcia-plaza-new-head-coach | https://www.noticiasdegipuzkoa.eus/futbol/2026/03/24/luis-garcia-plaza-nuevo-entrenador-sevilla-10862510.html | https://en.wikipedia.org/wiki/2025%E2%80%9326_Sevilla_FC_season
5,Villarreal CF,Luis García,2018-12-13,2019-01-26,9,titolare,Luis García,alta,regge,nome_diverso,"Stessa persona: ""Luis García"" = Luis García Plaza. Ingaggiato il 10/12/2018 come tecnico fino a fine stagione ",https://www.libertaddigital.com/deportes/futbol/2018-12-10/el-villarreal-destituye-a-calleja-quinto-entrenador-en-caer-este-curso-1276629625/ | https://www.goal.com/es/noticias/destituido-en-diciembre-y-repescado-en-enero-calleja-vuelve-a-ser-tecnico-del-villarreal/riv69sqk92ql144d2fylh9o7t | https://es.wikipedia.org/wiki/Luis_Garc%C3%ADa_Plaza
5,FC Nantes,Miguel Cardoso,2018-08-11,2018-09-29,8,titolare,Miguel Cardoso,alta,regge,nome_diverso,"Stessa persona: ""Miguel Cardoso"" = José Miguel Azevedo Cardoso. Titolare del Nantes dal 13/06/2018 (subentrato",https://en.wikipedia.org/wiki/Miguel_Cardoso_(football_manager) | https://www.europe1.fr/sport/ligue-1-lentraineur-du-fc-nantes-miguel-cardoso-limoge-vahid-halilhodzic-le-remplace-3769481
5,Watford FC,Xisco Muñoz,2021-01-09,2021-10-02,8,titolare,Xisco Muñoz,alta,regge,nome_diverso,"Stessa persona: il nome anagrafico è Francisco Javier Muñoz Llompart, noto come ""Xisco"". Head coach del Watfor",https://en.wikipedia.org/wiki/Xisco_Mu%C3%B1oz | https://www.skysports.com/football/news/11686/12424724/xisco-munoz-watford-sack-head-coach-after-less-than-10-months-in-charge
5,Olympique Marseille,Marcelino,2023-08-09,2023-09-17,7,titolare,Marcelino,alta,regge,nome_diverso,"Stessa persona: ""Marcelino"" = Marcelino García Toral, titolare dell'OM fino al 20/09/2023 (uscita dopo le mina",https://www.rtbf.be/article/officiel-l-entraineur-marcelino-quitte-deja-l-olympique-de-marseille-la-menace-d-une-guerre-envers-le-staff-avait-ete-emise-11259115 | https://en.wikipedia.org/wiki/2023%E2%80%9324_Olympique_de_Marseille_season
5,Hellas Verona,Salvatore Bocchetti,2022-10-16,2022-11-13,6,titolare,Salvatore Bocchetti,alta,regge,nome_diverso,Wikidata è incompleta: dopo l'esonero di Cioffi (11/10/2022) il Verona promosse Bocchetti dalla Primavera come,https://www.veronasera.it/sport/calcio/hellas-nuovo-allenatore-bocchetti-13-ottobre-2022.html | https://www.ilrestodelcarlino.it/verona/sport/bocchetti-hellas-allenatore-d1a4f813 | https://en.wikipedia.org/wiki/2022%E2%80%9323_Hellas_Verona_FC_season
5,UD Las Palmas,Manolo Márquez,2017-08-18,2017-09-24,6,titolare,Manolo Márquez,alta,regge,nome_diverso,Wikidata registra solo il successore: Márquez era il titolare del Las Palmas a inizio 2017-18 e si dimise il 2,https://en.wikipedia.org/wiki/Manolo_M%C3%A1rquez | https://en.wikipedia.org/wiki/2017%E2%80%9318_UD_Las_Palmas_season | https://www.laliga.com/en-GB/news/pako-ayestaran-takes-over-at-las-palmas
5,Cardiff City,Brian Barry-Murphy,2025-08-12,2025-12-16,6,titolare,Brian Barry-Murphy,alta,regge,nome_diverso,"Wikidata riporta il precedente interim di Aaron Ramsey (aprile-maggio 2025, mandato non chiuso): Barry-Murphy ",https://www.cardiffcityfc.co.uk/news/brian-barry-murphy-appointed-first-team-head-coach | https://www.irishtimes.com/sport/soccer/2025/06/16/cardiff-appoint-brian-barry-murphy-as-new-head-coach-on-three-year-deal/ | https://en.wikipedia.org/wiki/2025%E2%80%9326_Cardiff_City_F.C._season
5,UD Almería,Rubi,2024-10-30,2025-12-03,6,titolare,Rubi (Joan Francesc Ferrer Sicilia),alta,regge,nome_diverso,Stessa persona: Rubi e il nome d'arte di Joan Francesc Ferrer Sicilia; titolare all'Almeria dal giugno 2024 fi,https://es.wikipedia.org/wiki/Rubi_(entrenador) | https://www.udalmeriasad.com/en/news/rubi-the-legend-returns-to-ud-almeria
5,Elche CF,Pacheta,2018-09-13,2020-01-22,5,titolare,Pacheta (Jose Rojo Martin),alta,regge,nome_diverso,"Stessa persona: Pacheta e il soprannome di Jose Rojo Martin, titolare dell'Elche dal 27/02/2018 all'agosto 202",https://es.wikipedia.org/wiki/Jos%C3%A9_Rojo_Mart%C3%ADn | https://www.elchecf.es/noticias/oficial-pacheta-nuevo-entrenador-del-elche-c-f
5,Girona FC,Francisco Rodríguez,2020-12-17,2021-01-26,4,titolare,Francisco (Francisco Javier Rodríguez Vílchez),alta,regge,nome_diverso,"Stessa persona: «Francisco»/«Francisco Rodríguez» è il nome d'arte di Francisco Javier Rodríguez Vílchez, tito",https://es.wikipedia.org/wiki/Francisco_Rodr%C3%ADguez_V%C3%ADlchez | https://www.bdfutbol.com/en/l/l875.html | https://en.wikipedia.org/wiki/2020%E2%80%9321_Girona_FC_season
5,SpVgg Greuther Fürth,János Radoki,2017-02-07,2017-08-13,2,titolare,János Radoki,alta,regge,nome_diverso,"Radoki guidò il Fürth dal 21/11/2016 (prima ad interim al posto di Ruthenbeck, poi confermato) fino all'esoner",https://en.wikipedia.org/wiki/J%C3%A1nos_Radoki | https://www.sport1.de/news/fussball/2-bundesliga/2017/08/spvgg-greuther-fuerth-trennt-sich-von-trainer-janos-radoki | https://de.wikipedia.org/wiki/Janos_Radoki
5,SpVgg Greuther Fürth,Damir Buric,2017-10-24,2018-08-20,2,titolare,Damir Burić,alta,regge,nome_diverso,Burić fu allenatore titolare del Greuther Fürth dal 09/09/2017 all'esonero del 04/02/2019 (sostituito da Stefa,https://en.wikipedia.org/wiki/Damir_Buri%C4%87_(footballer) | https://www.kicker.de/trainersuche-beendet_fuerth-setzt-auf-leitl-741740/artikel
5,CD Leganés,Paco López,2025-10-29,2025-12-04,2,titolare,Paco López,alta,regge,nome_diverso,"Paco López fu allenatore titolare del Leganés per tutta la prima parte della 2025-26, fino all'esonero del 04/",https://www.cdleganes.com/en/news/cd-leganes-incorporates-paco-lopez-as-their-new-coach-for-next-season | https://www.cdleganes.com/official-statement-paco-lopez | https://www.vavel.com/es/futbol/2025/12/04/leganes/1243643-paco-lopez-destituido-tras-la-eliminacion-en-copa.html
5,SD Huesca,Xisco Muñoz,2021-11-30,2021-12-14,2,titolare,Xisco Muñoz (Francisco Javier Muñoz Llompart),alta,regge,nome_diverso,"Stessa persona con due nomi: il sito ufficiale dell'Huesca presenta 'Francisco Javier Muñoz Llompart, Xisco Mu",https://www.sdhuesca.es/en/news/xisco-munoz-sd-huesca-new-manager | https://en.wikipedia.org/wiki/Xisco_Mu%C3%B1oz | https://en.wikipedia.org/wiki/2021%E2%80%9322_SD_Huesca_season
5,SD Huesca,Bolo,2025-12-02,2025-12-17,2,titolare,Jon Pérez Bolo,alta,regge,nome_diverso,"'Bolo' è Jon Pérez Bolo, annunciato dall'Huesca il 12/11/2025 (contratto fino a giugno 2027) al posto di Sergi",https://www.sdhuesca.es/noticias/jon-perez-bolo-nuevo-entrenador-de-la-sd-huesca | https://www.sportaragon.com/articulo/sd-huesca/sergi-guillo-destituido-como-entrenador-sd-huesca/20251110193706141140.html | https://en.wikipedia.org/wiki/Bolo_(footballer)
