Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Cartellini gialli,Cartellini rossi,Possesso palla,Tiri totali,Tiri in porta,Calci d'angolo,Goal previsti (xG),Grandi occasioni,Passaggi,Tiri fuori,xG sui Tiri in porta (xGOT),Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Fuorigioco,Punizioni,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Rimesse Laterali,Passaggi lunghi,Passaggi offensivi,Cross,Assist previsti (xA),Falli,Tackles,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati
Copa del Rey,2° turno,04.12.2025,Cartagena,Valencia,1° tempo,Ospite,Valencia,GMgRHlrI,0.0,,64%,9.0,3.0,3.0,0.52,2.0,88% (243/275),4.0,0.44,2.0,4.0,5.0,0.0,,0.0,7.0,11.0,1.0,7.0,60% (9/15),81% (75/93),17% (1/6),0.57,6.0,0% (0/3),20.0,6.0,1.0,0.0,1.0,2.0,1.05,0.05
Copa del Rey,2° turno,04.12.2025,Cartagena,Valencia,2° tempo,Casa,Cartagena,GMgRHlrI,1.0,,38%,2.0,1.0,1.0,0.17,0.0,74% (124/168),1.0,0.08,0.0,1.0,1.0,0.0,,1.0,10.0,5.0,0.0,5.0,33% (13/40),48% (20/42),67% (2/3),0.11,3.0,86% (12/14),28.0,17.0,4.0,0.0,0.0,2.0,0.58,-0.42
Copa del Rey,2° turno,04.12.2025,Cartagena,Valencia,2° tempo,Ospite,Valencia,GMgRHlrI,2.0,,62%,11.0,3.0,3.0,0.63,1.0,87% (224/257),5.0,0.58,3.0,7.0,4.0,0.0,,1.0,3.0,19.0,0.0,12.0,47% (8/17),85% (86/101),11% (2/18),0.46,10.0,60% (3/5),13.0,4.0,3.0,0.0,0.0,1.0,0.08,0.08
Copa del Rey,2° turno,04.12.2025,Cartagena,Valencia,Supplementari,Casa,Cartagena,GMgRHlrI,1.0,0.0,43%,7.0,2.0,2.0,1.57,2.0,74% (92/124),3.0,1.28,2.0,4.0,3.0,0.0,,0.0,4.0,11.0,0.0,2.0,29% (7/24),63% (22/35),50% (2/4),0.29,5.0,38% (3/8),13.0,6.0,2.0,0.0,0.0,3.0,0.99,-0.01
Copa del Rey,2° turno,04.12.2025,Cartagena,Valencia,Supplementari,Ospite,Valencia,GMgRHlrI,2.0,1.0,57%,10.0,4.0,3.0,0.86,0.0,85% (137/161),4.0,0.99,2.0,9.0,1.0,2.0,,0.0,5.0,16.0,0.0,4.0,58% (11/19),80% (43/54),60% (6/10),0.9,4.0,50% (1/2),10.0,8.0,2.0,0.0,0.0,2.0,1.28,1.28
Copa del Rey,2° turno,04.12.2025,Saragozza,Burgos CF,Totale,Casa,Saragozza,EerZjLw2,5.0,,51%,10.0,1.0,8.0,,,,9.0,,,,,,,0.0,16.0,,,34.0,,,,,19.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Saragozza,Burgos CF,Totale,Ospite,Burgos CF,EerZjLw2,2.0,,49%,7.0,4.0,1.0,,,,3.0,,,,,,,4.0,19.0,,,32.0,,,,,12.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Saragozza,Burgos CF,1° tempo,Casa,Saragozza,EerZjLw2,3.0,,49%,2.0,0.0,2.0,,,,2.0,,,,,,,0.0,13.0,,,12.0,,,,,7.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Saragozza,Burgos CF,1° tempo,Ospite,Burgos CF,EerZjLw2,1.0,,51%,1.0,0.0,1.0,,,,1.0,,,,,,,3.0,7.0,,,12.0,,,,,10.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Saragozza,Burgos CF,2° tempo,Casa,Saragozza,EerZjLw2,0.0,,55%,5.0,1.0,5.0,,,,4.0,,,,,,,0.0,2.0,,,17.0,,,,,8.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Saragozza,Burgos CF,2° tempo,Ospite,Burgos CF,EerZjLw2,1.0,,45%,1.0,1.0,0.0,,,,0.0,,,,,,,0.0,8.0,,,11.0,,,,,2.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Saragozza,Burgos CF,Supplementari,Casa,Saragozza,EerZjLw2,2.0,,48%,3.0,0.0,1.0,,,,3.0,,,,,,,0.0,1.0,,,5.0,,,,,4.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Saragozza,Burgos CF,Supplementari,Ospite,Burgos CF,EerZjLw2,0.0,,52%,5.0,3.0,0.0,,,,2.0,,,,,,,1.0,4.0,,,9.0,,,,,0.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Sant Andreu,Celta Vigo,Totale,Casa,Sant Andreu,OncZFSCU,5.0,0.0,43%,6.0,2.0,2.0,0.68,0.0,77% (407/530),2.0,0.13,2.0,3.0,3.0,0.0,,0.0,26.0,8.0,1.0,28.0,45% (55/123),56% (68/121),7% (1/14),0.19,14.0,88% (22/25),75.0,34.0,9.0,0.0,0.0,3.0,1.31,0.31
Copa del Rey,2° turno,04.12.2025,Sant Andreu,Celta Vigo,Totale,Ospite,Celta Vigo,OncZFSCU,3.0,1.0,57%,20.0,4.0,9.0,1.42,3.0,84% (567/679),10.0,1.31,6.0,14.0,6.0,2.0,,2.0,14.0,39.0,0.0,32.0,42% (27/64),74% (182/247),25% (8/32),1.78,26.0,69% (11/16),53.0,15.0,14.0,0.0,0.0,1.0,0.13,-0.87
Copa del Rey,2° turno,04.12.2025,Sant Andreu,Celta Vigo,1° tempo,Casa,Sant Andreu,OncZFSCU,3.0,,48%,3.0,0.0,1.0,0.45,0.0,79% (166/209),2.0,0.0,1.0,2.0,1.0,0.0,,0.0,11.0,3.0,1.0,13.0,46% (16/35),65% (31/48),11% (1/9),0.08,4.0,94% (16/17),37.0,12.0,1.0,0.0,0.0,2.0,0.41,0.41
Copa del Rey,2° turno,04.12.2025,Sant Andreu,Celta Vigo,1° tempo,Ospite,Celta Vigo,OncZFSCU,1.0,,52%,6.0,2.0,4.0,0.49,0.0,87% (193/222),2.0,0.41,2.0,4.0,2.0,1.0,,0.0,4.0,15.0,0.0,7.0,41% (9/22),76% (56/74),7% (1/14),0.5,11.0,100% (5/5),17.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
Copa del Rey,2° turno,04.12.2025,Sant Andreu,Celta Vigo,2° tempo,Casa,Sant Andreu,OncZFSCU,2.0,,41%,1.0,1.0,0.0,0.03,0.0,75% (143/191),0.0,0.06,0.0,0.0,1.0,0.0,,0.0,10.0,2.0,0.0,11.0,39% (21/54),53% (20/38),0% (0/2),0.06,6.0,83% (5/6),24.0,14.0,5.0,0.0,0.0,1.0,0.06,0.06
Copa del Rey,2° turno,04.12.2025,Sant Andreu,Celta Vigo,2° tempo,Ospite,Celta Vigo,OncZFSCU,1.0,,59%,9.0,1.0,4.0,0.3,1.0,79% (211/266),5.0,0.06,3.0,5.0,4.0,1.0,,2.0,6.0,12.0,0.0,13.0,39% (11/28),68% (68/100),44% (4/9),0.7,10.0,50% (4/8),23.0,1.0,6.0,0.0,0.0,1.0,0.06,0.06
Copa del Rey,2° turno,04.12.2025,Sant Andreu,Celta Vigo,Supplementari,Casa,Sant Andreu,OncZFSCU,0.0,0.0,40%,2.0,1.0,1.0,0.2,0.0,75% (98/130),0.0,0.07,1.0,1.0,1.0,0.0,,0.0,5.0,3.0,0.0,4.0,53% (18/34),49% (17/35),0% (0/3),0.05,4.0,50% (1/2),14.0,8.0,3.0,0.0,0.0,0.0,0.84,-0.16
Copa del Rey,2° turno,04.12.2025,Sant Andreu,Celta Vigo,Supplementari,Ospite,Celta Vigo,OncZFSCU,1.0,1.0,60%,5.0,1.0,1.0,0.63,2.0,85% (163/191),3.0,0.84,1.0,5.0,0.0,0.0,,0.0,4.0,12.0,0.0,12.0,50% (7/14),79% (58/73),33% (3/9),0.58,5.0,67% (2/3),13.0,5.0,6.0,0.0,0.0,0.0,0.07,-0.93
Copa del Rey,2° turno,04.12.2025,CD Extremadura,Siviglia,Totale,Casa,CD Extremadura,UPJ0WmcB,1.0,,35%,10.0,4.0,4.0,1.11,3.0,69% (194/280),6.0,2.38,0.0,7.0,3.0,0.0,1.0,0.0,20.0,12.0,0.0,25.0,30% (17/57),48% (36/75),22% (4/18),0.89,7.0,54% (7/13),53.0,25.0,11.0,0.0,0.0,4.0,2.32,0.32
Copa del Rey,2° turno,04.12.2025,CD Extremadura,Siviglia,Totale,Ospite,Siviglia,UPJ0WmcB,2.0,,65%,14.0,6.0,5.0,1.6,2.0,82% (441/539),6.0,2.32,2.0,6.0,8.0,1.0,0.0,1.0,7.0,13.0,1.0,27.0,53% (38/72),74% (114/154),20% (2/10),0.9,20.0,71% (10/14),37.0,26.0,10.0,0.0,0.0,3.0,2.38,1.38
Copa del Rey,2° turno,04.12.2025,CD Extremadura,Siviglia,1° tempo,Casa,CD Extremadura,UPJ0WmcB,,,32%,4.0,2.0,2.0,0.35,1.0,71% (92/129),2.0,0.9,0.0,1.0,3.0,0.0,,0.0,10.0,3.0,0.0,8.0,33% (10/30),48% (19/40),0% (0/7),0.07,4.0,57% (4/7),26.0,8.0,7.0,0.0,0.0,2.0,2.24,0.24
Copa del Rey,2° turno,04.12.2025,CD Extremadura,Siviglia,1° tempo,Ospite,Siviglia,UPJ0WmcB,,,68%,8.0,4.0,1.0,1.18,2.0,87% (250/289),3.0,2.24,1.0,3.0,5.0,0.0,,1.0,4.0,5.0,1.0,15.0,59% (22/37),77% (51/66),0% (0/2),0.23,10.0,75% (6/8),17.0,7.0,6.0,0.0,0.0,2.0,0.9,0.9
Copa del Rey,2° turno,04.12.2025,CD Extremadura,Siviglia,2° tempo,Casa,CD Extremadura,UPJ0WmcB,1.0,,38%,6.0,2.0,2.0,0.76,2.0,68% (102/151),4.0,1.48,0.0,6.0,0.0,0.0,1.0,0.0,10.0,9.0,0.0,17.0,26% (7/27),49% (17/35),36% (4/11),0.82,3.0,50% (3/6),27.0,17.0,4.0,0.0,0.0,2.0,0.08,0.08
Copa del Rey,2° turno,04.12.2025,CD Extremadura,Siviglia,2° tempo,Ospite,Siviglia,UPJ0WmcB,2.0,,62%,6.0,2.0,4.0,0.42,0.0,76% (191/250),3.0,0.08,1.0,3.0,3.0,1.0,0.0,0.0,3.0,8.0,0.0,12.0,46% (16/35),72% (63/88),25% (2/8),0.67,10.0,67% (4/6),20.0,19.0,4.0,0.0,0.0,1.0,1.48,0.48
Copa del Rey,2° turno,04.12.2025,Tenerife,Granada,Totale,Casa,Tenerife,CSBa3kTO,2.0,,46%,7.0,3.0,5.0,,,,4.0,,,,,,,4.0,12.0,,,19.0,,,,,15.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Tenerife,Granada,Totale,Ospite,Granada,CSBa3kTO,3.0,,54%,9.0,5.0,4.0,,,,4.0,,,,,,,1.0,19.0,,,14.0,,,,,11.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Tenerife,Granada,1° tempo,Casa,Tenerife,CSBa3kTO,1.0,,47%,3.0,2.0,2.0,,,,1.0,,,,,,,2.0,5.0,,,11.0,,,,,6.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Tenerife,Granada,1° tempo,Ospite,Granada,CSBa3kTO,1.0,,53%,1.0,0.0,1.0,,,,1.0,,,,,,,0.0,8.0,,,6.0,,,,,5.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Tenerife,Granada,2° tempo,Casa,Tenerife,CSBa3kTO,1.0,,45%,4.0,1.0,3.0,,,,3.0,,,,,,,2.0,7.0,,,8.0,,,,,9.0,,,,,,,,,
Copa del Rey,2° turno,04.12.2025,Tenerife,Granada,2° tempo,Ospite,Granada,CSBa3kTO,2.0,,55%,8.0,5.0,3.0,,,,3.0,,,,,,,1.0,11.0,,,8.0,,,,,6.0,,,,,,,,,
Copa del Rey,1/16 di finale,16.12.2025,Eibar,Elche,Totale,Casa,Eibar,IushsOHj,1.0,,50%,9.0,2.0,5.0,0.99,1.0,81% (331/408),7.0,0.9,0.0,7.0,2.0,0.0,,2.0,22.0,20.0,0.0,24.0,58% (22/38),71% (99/139),23% (5/22),0.48,18.0,41% (7/17),65.0,15.0,10.0,0.0,1.0,0.0,0.18,-0.82
Copa del Rey,1/16 di finale,16.12.2025,Eibar,Elche,Totale,Ospite,Elche,IushsOHj,3.0,,50%,6.0,1.0,3.0,0.6,1.0,80% (340/425),5.0,0.18,0.0,4.0,2.0,0.0,,2.0,18.0,14.0,0.0,15.0,58% (45/78),59% (46/78),29% (2/7),0.47,22.0,54% (15/28),83.0,24.0,10.0,0.0,0.0,2.0,0.9,0.9
Copa del Rey,1/16 di finale,16.12.2025,Eibar,Elche,1° tempo,Casa,Eibar,IushsOHj,0.0,,41%,4.0,0.0,2.0,0.07,0.0,77% (117/151),4.0,0.0,0.0,3.0,1.0,0.0,,0.0,11.0,8.0,0.0,13.0,45% (9/20),65% (26/40),14% (1/7),0.14,9.0,30% (3/10),33.0,9.0,3.0,0.0,1.0,0.0,0.18,-0.82
Copa del Rey,1/16 di finale,16.12.2025,Eibar,Elche,1° tempo,Ospite,Elche,IushsOHj,1.0,,59%,4.0,1.0,3.0,0.24,1.0,81% (179/220),3.0,0.18,0.0,3.0,1.0,0.0,,1.0,9.0,9.0,0.0,7.0,53% (17/32),61% (23/38),17% (1/6),0.19,11.0,53% (8/15),41.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0
Copa del Rey,1/16 di finale,16.12.2025,Eibar,Elche,2° tempo,Casa,Eibar,IushsOHj,1.0,,57%,5.0,2.0,3.0,0.92,1.0,83% (214/257),3.0,0.9,0.0,4.0,1.0,0.0,,2.0,11.0,12.0,0.0,11.0,72% (13/18),74% (73/99),27% (4/15),0.34,9.0,57% (4/7),32.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
Copa del Rey,1/16 di finale,16.12.2025,Eibar,Elche,2° tempo,Ospite,Elche,IushsOHj,2.0,,43%,2.0,0.0,0.0,0.36,0.0,79% (161/205),2.0,0.0,0.0,1.0,1.0,0.0,,1.0,9.0,5.0,0.0,8.0,61% (28/46),57% (23/40),100% (1/1),0.28,11.0,54% (7/13),42.0,14.0,7.0,0.0,0.0,2.0,0.9,0.9
Copa del Rey,1/16 di finale,16.12.2025,A Coruna,Maiorca,Totale,Casa,A Coruna,GdQLl6PG,1.0,,43%,10.0,3.0,2.0,1.16,3.0,84% (354/421),6.0,1.15,1.0,6.0,4.0,3.0,,0.0,6.0,14.0,0.0,13.0,52% (33/64),65% (50/77),43% (3/7),0.74,8.0,78% (14/18),40.0,34.0,12.0,0.0,0.0,3.0,0.84,0.84
Copa del Rey,1/16 di finale,16.12.2025,A Coruna,Maiorca,Totale,Ospite,Maiorca,GdQLl6PG,0.0,,57%,16.0,3.0,4.0,1.38,1.0,87% (485/560),9.0,0.84,4.0,10.0,6.0,1.0,,1.0,8.0,27.0,1.0,23.0,60% (34/57),72% (117/162),35% (7/20),1.43,6.0,43% (6/14),44.0,19.0,6.0,0.0,0.0,2.0,1.15,0.15
Copa del Rey,1/16 di finale,16.12.2025,A Coruna,Maiorca,1° tempo,Casa,A Coruna,GdQLl6PG,,,43%,2.0,1.0,1.0,0.19,1.0,84% (180/215),1.0,0.09,0.0,2.0,0.0,0.0,,0.0,3.0,4.0,0.0,9.0,55% (22/40),61% (23/38),50% (1/2),0.21,5.0,90% (9/10),22.0,14.0,7.0,0.0,0.0,2.0,0.77,0.77
Copa del Rey,1/16 di finale,16.12.2025,A Coruna,Maiorca,1° tempo,Ospite,Maiorca,GdQLl6PG,,,57%,8.0,2.0,2.0,0.93,1.0,87% (244/281),3.0,0.77,3.0,6.0,2.0,0.0,,1.0,5.0,13.0,1.0,14.0,55% (18/33),71% (47/66),14% (1/7),0.56,3.0,75% (6/8),20.0,8.0,3.0,0.0,0.0,1.0,0.09,0.09
Copa del Rey,1/16 di finale,16.12.2025,A Coruna,Maiorca,2° tempo,Casa,A Coruna,GdQLl6PG,1.0,,42%,8.0,2.0,1.0,0.97,2.0,84% (174/206),5.0,1.06,1.0,4.0,4.0,3.0,,0.0,3.0,10.0,0.0,4.0,46% (11/24),69% (27/39),40% (2/5),0.53,3.0,63% (5/8),18.0,20.0,5.0,0.0,0.0,1.0,0.07,0.07
Copa del Rey,1/16 di finale,16.12.2025,A Coruna,Maiorca,2° tempo,Ospite,Maiorca,GdQLl6PG,0.0,,58%,8.0,1.0,2.0,0.45,0.0,86% (241/279),6.0,0.07,1.0,4.0,4.0,1.0,,0.0,3.0,14.0,0.0,9.0,67% (16/24),73% (70/96),46% (6/13),0.87,3.0,0% (0/6),24.0,11.0,3.0,0.0,0.0,1.0,1.06,0.06
Copa del Rey,1/16 di finale,16.12.2025,Eldense,Real Sociedad,Totale,Casa,Eldense,nJ32cz8l,3.0,,40%,10.0,2.0,2.0,0.44,0.0,78% (317/409),5.0,0.76,3.0,3.0,7.0,1.0,,1.0,16.0,7.0,0.0,22.0,41% (21/51),63% (47/75),0% (0/9),0.28,11.0,69% (9/13),44.0,17.0,12.0,0.0,1.0,4.0,1.06,-0.94
Copa del Rey,1/16 di finale,16.12.2025,Eldense,Real Sociedad,Totale,Ospite,Real Sociedad,nJ32cz8l,2.0,,60%,12.0,6.0,2.0,1.16,3.0,88% (543/614),5.0,1.06,1.0,9.0,3.0,1.0,,0.0,11.0,19.0,2.0,20.0,64% (35/55),71% (94/132),21% (3/14),1.37,16.0,55% (11/20),46.0,23.0,11.0,0.0,1.0,1.0,0.76,-0.24
Copa del Rey,1/16 di finale,16.12.2025,Eldense,Real Sociedad,1° tempo,Casa,Eldense,nJ32cz8l,1.0,,37%,4.0,1.0,0.0,0.18,0.0,73% (149/203),2.0,0.06,1.0,1.0,3.0,0.0,,0.0,8.0,1.0,0.0,9.0,28% (8/29),52% (16/31),0% (0/3),0.06,4.0,73% (8/11),25.0,4.0,8.0,0.0,0.0,3.0,0.14,0.14
Copa del Rey,1/16 di finale,16.12.2025,Eldense,Real Sociedad,1° tempo,Ospite,Real Sociedad,nJ32cz8l,0.0,,63%,6.0,3.0,1.0,0.64,2.0,89% (316/354),3.0,0.14,0.0,3.0,3.0,1.0,,0.0,4.0,7.0,1.0,12.0,64% (16/25),75% (50/67),17% (1/6),0.5,8.0,50% (2/4),14.0,7.0,5.0,0.0,0.0,1.0,0.06,0.06
Copa del Rey,1/16 di finale,16.12.2025,Eldense,Real Sociedad,2° tempo,Casa,Eldense,nJ32cz8l,2.0,,45%,6.0,1.0,2.0,0.26,0.0,82% (168/206),3.0,0.7,2.0,2.0,4.0,1.0,,1.0,8.0,6.0,0.0,13.0,59% (13/22),70% (31/44),0% (0/6),0.22,7.0,50% (1/2),19.0,13.0,4.0,0.0,1.0,1.0,0.92,-1.08
Copa del Rey,1/16 di finale,16.12.2025,Eldense,Real Sociedad,2° tempo,Ospite,Real Sociedad,nJ32cz8l,2.0,,55%,6.0,3.0,1.0,0.52,1.0,87% (227/260),2.0,0.92,1.0,6.0,0.0,0.0,,0.0,7.0,12.0,1.0,8.0,63% (19/30),68% (44/65),25% (2/8),0.87,8.0,56% (9/16),32.0,16.0,6.0,0.0,1.0,0.0,0.7,-0.3
Copa del Rey,1/16 di finale,16.12.2025,Gijon,Valencia,Totale,Casa,Gijon,61Nn35vA,2.0,,35%,6.0,3.0,7.0,0.29,1.0,81% (239/294),3.0,0.46,0.0,5.0,1.0,0.0,,3.0,7.0,19.0,0.0,19.0,40% (16/40),69% (72/105),19% (4/21),0.78,15.0,44% (4/9),31.0,13.0,11.0,0.0,0.0,5.0,2.2,0.2
Copa del Rey,1/16 di finale,16.12.2025,Gijon,Valencia,Totale,Ospite,Valencia,61Nn35vA,3.0,,65%,11.0,7.0,5.0,1.94,3.0,89% (509/575),2.0,2.2,2.0,8.0,3.0,0.0,,1.0,15.0,21.0,3.0,19.0,37% (16/43),79% (79/100),0% (0/10),1.11,7.0,93% (13/14),40.0,22.0,4.0,0.0,0.0,3.0,0.46,0.46
Copa del Rey,1/16 di finale,16.12.2025,Gijon,Valencia,1° tempo,Casa,Gijon,61Nn35vA,2.0,,33%,2.0,1.0,5.0,0.06,0.0,83% (120/144),1.0,0.15,0.0,2.0,0.0,0.0,,3.0,5.0,10.0,0.0,10.0,29% (5/17),70% (31/44),14% (1/7),0.15,10.0,33% (1/3),11.0,6.0,5.0,0.0,0.0,3.0,0.99,-0.01
Copa del Rey,1/16 di finale,16.12.2025,Gijon,Valencia,1° tempo,Ospite,Valencia,61Nn35vA,1.0,,67%,7.0,4.0,1.0,1.2,2.0,90% (283/314),1.0,0.99,2.0,5.0,2.0,0.0,,1.0,10.0,11.0,1.0,9.0,33% (6/18),84% (42/50),0% (0/2),0.56,5.0,91% (10/11),26.0,8.0,2.0,0.0,0.0,1.0,0.15,0.15
Copa del Rey,1/16 di finale,16.12.2025,Gijon,Valencia,2° tempo,Casa,Gijon,61Nn35vA,0.0,,38%,4.0,2.0,2.0,0.23,1.0,79% (119/150),2.0,0.31,0.0,3.0,1.0,0.0,,0.0,2.0,9.0,0.0,9.0,48% (11/23),67% (41/61),21% (3/14),0.63,5.0,50% (3/6),20.0,7.0,6.0,0.0,0.0,2.0,1.21,0.21
Copa del Rey,1/16 di finale,16.12.2025,Gijon,Valencia,2° tempo,Ospite,Valencia,61Nn35vA,2.0,,62%,4.0,3.0,4.0,0.74,1.0,87% (226/261),1.0,1.21,0.0,3.0,1.0,0.0,,0.0,5.0,10.0,2.0,10.0,40% (10/25),74% (37/50),0% (0/8),0.55,2.0,100% (3/3),14.0,14.0,2.0,0.0,0.0,2.0,0.31,0.31
Copa del Rey,1/16 di finale,16.12.2025,Guadalajara,Barcellona,Totale,Casa,Guadalajara,YZ1AeEx1,3.0,,17%,6.0,2.0,2.0,0.17,0.0,57% (93/164),4.0,0.18,0.0,1.0,5.0,0.0,0.0,5.0,9.0,6.0,0.0,3.0,24% (12/51),33% (17/52),33% (2/6),0.13,11.0,94% (16/17),35.0,38.0,9.0,0.0,0.0,7.0,2.55,0.55
Copa del Rey,1/16 di finale,16.12.2025,Guadalajara,Barcellona,Totale,Ospite,Barcellona,YZ1AeEx1,1.0,,83%,21.0,9.0,9.0,1.85,4.0,93% (721/774),7.0,2.55,5.0,13.0,8.0,0.0,1.0,2.0,11.0,36.0,1.0,12.0,84% (31/37),90% (344/383),24% (9/37),1.89,9.0,57% (8/14),52.0,11.0,5.0,0.0,0.0,3.0,0.18,0.18
Copa del Rey,1/16 di finale,16.12.2025,Guadalajara,Barcellona,1° tempo,Casa,Guadalajara,YZ1AeEx1,1.0,,15%,3.0,1.0,0.0,0.06,0.0,51% (39/76),2.0,0.08,0.0,0.0,3.0,0.0,,1.0,6.0,1.0,0.0,1.0,25% (7/28),21% (5/24),0% (0/0),0.08,7.0,100% (11/11),22.0,21.0,5.0,0.0,0.0,4.0,0.4,0.4
Copa del Rey,1/16 di finale,16.12.2025,Guadalajara,Barcellona,1° tempo,Ospite,Barcellona,YZ1AeEx1,1.0,,85%,10.0,4.0,2.0,0.34,0.0,93% (377/406),5.0,0.4,1.0,4.0,6.0,0.0,,0.0,7.0,15.0,0.0,6.0,76% (16/21),90% (202/225),22% (4/18),1.01,6.0,63% (5/8),30.0,3.0,2.0,0.0,0.0,1.0,0.08,0.08
Copa del Rey,1/16 di finale,16.12.2025,Guadalajara,Barcellona,2° tempo,Casa,Guadalajara,YZ1AeEx1,2.0,,20%,3.0,1.0,2.0,0.11,0.0,61% (54/88),2.0,0.1,0.0,1.0,2.0,0.0,0.0,4.0,3.0,5.0,0.0,2.0,22% (5/23),43% (12/28),33% (2/6),0.05,4.0,83% (5/6),13.0,17.0,4.0,0.0,0.0,3.0,2.15,0.15
Copa del Rey,1/16 di finale,16.12.2025,Guadalajara,Barcellona,2° tempo,Ospite,Barcellona,YZ1AeEx1,0.0,,80%,11.0,5.0,7.0,1.51,4.0,93% (344/368),2.0,2.15,4.0,9.0,2.0,0.0,1.0,2.0,4.0,21.0,1.0,6.0,94% (15/16),90% (142/158),26% (5/19),0.88,3.0,50% (3/6),22.0,8.0,3.0,0.0,0.0,2.0,0.1,0.1
Copa del Rey,1/16 di finale,17.12.2025,Cultural Leonesa,Levante,Totale,Casa,Cultural Leonesa,ttPyCZMs,1.0,,48%,17.0,9.0,4.0,1.67,2.0,87% (388/447),5.0,2.23,3.0,10.0,7.0,0.0,,1.0,11.0,24.0,1.0,16.0,59% (34/58),75% (55/73),8% (1/12),0.56,7.0,68% (13/19),41.0,36.0,4.0,0.0,0.0,3.0,1.08,1.08
Copa del Rey,1/16 di finale,17.12.2025,Cultural Leonesa,Levante,Totale,Ospite,Levante,ttPyCZMs,1.0,,52%,8.0,3.0,6.0,0.72,3.0,89% (417/471),3.0,1.08,2.0,7.0,1.0,1.0,,5.0,7.0,18.0,1.0,23.0,61% (30/49),77% (136/177),16% (5/31),1.03,11.0,78% (7/9),22.0,11.0,6.0,0.0,0.0,8.0,2.23,1.23
Copa del Rey,1/16 di finale,17.12.2025,Cultural Leonesa,Levante,1° tempo,Casa,Cultural Leonesa,ttPyCZMs,0.0,,52%,7.0,4.0,1.0,1.05,1.0,87% (217/250),1.0,1.28,2.0,4.0,3.0,0.0,,0.0,6.0,13.0,0.0,10.0,63% (22/35),66% (21/32),0% (0/7),0.25,3.0,83% (5/6),21.0,15.0,1.0,0.0,0.0,2.0,0.83,0.83
Copa del Rey,1/16 di finale,17.12.2025,Cultural Leonesa,Levante,1° tempo,Ospite,Levante,ttPyCZMs,1.0,,48%,6.0,2.0,3.0,0.47,1.0,89% (201/226),2.0,0.83,2.0,5.0,1.0,0.0,,3.0,3.0,10.0,0.0,12.0,57% (12/21),72% (52/72),17% (2/12),0.46,6.0,50% (1/2),9.0,6.0,3.0,0.0,0.0,3.0,1.28,0.28
Copa del Rey,1/16 di finale,17.12.2025,Cultural Leonesa,Levante,2° tempo,Casa,Cultural Leonesa,ttPyCZMs,1.0,,44%,10.0,5.0,3.0,0.62,1.0,87% (171/197),4.0,0.95,1.0,6.0,4.0,0.0,,1.0,5.0,11.0,1.0,6.0,52% (12/23),83% (34/41),20% (1/5),0.31,4.0,62% (8/13),20.0,21.0,3.0,0.0,0.0,1.0,0.25,0.25
Copa del Rey,1/16 di finale,17.12.2025,Cultural Leonesa,Levante,2° tempo,Ospite,Levante,ttPyCZMs,0.0,,56%,2.0,1.0,3.0,0.25,2.0,88% (216/245),1.0,0.25,0.0,2.0,0.0,1.0,,2.0,4.0,8.0,1.0,11.0,64% (18/28),80% (84/105),16% (3/19),0.57,5.0,86% (6/7),13.0,5.0,3.0,0.0,0.0,5.0,0.95,0.95
Copa del Rey,1/16 di finale,17.12.2025,Huesca,Osasuna,Totale,Casa,Huesca,Wr7ReNWq,3.0,,40%,13.0,2.0,7.0,1.26,1.0,77% (341/441),4.0,1.18,7.0,6.0,7.0,0.0,0.0,2.0,11.0,17.0,0.0,24.0,37% (27/73),62% (63/101),13% (4/30),0.86,17.0,73% (11/15),46.0,36.0,14.0,0.0,0.0,4.0,3.1,-0.9
Copa del Rey,1/16 di finale,17.12.2025,Huesca,Osasuna,Totale,Ospite,Osasuna,Wr7ReNWq,1.0,,60%,18.0,8.0,9.0,2.48,3.0,87% (593/685),9.0,3.1,1.0,13.0,5.0,0.0,2.0,1.0,17.0,32.0,0.0,21.0,62% (45/73),71% (122/171),26% (10/39),1.41,11.0,69% (9/13),46.0,33.0,5.0,0.0,0.0,0.0,1.18,-0.82
